-0.250000,0.000000,0.000000,89.999954,85.526260,90.000084,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.875000,-0.000000,0.000000,90.000000,44.999996,90.000008,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.874999,-3.600001,0.000000,90.000000,28.776672,90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
5.649998,-6.000000,0.000000,90.000000,81.182358,90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
10.849997,-4.625000,0.000000,-90.000000,37.594303,-90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
10.849994,-0.375000,0.000000,-90.000000,18.765379,-90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
15.074991,5.125000,0.000000,-90.000008,-12.985318,-90.000008,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
6.449992,9.424999,0.000000,-90.000000,-78.274925,-90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-6.225008,8.750000,0.000000,90.000000,-43.109715,90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-6.125006,0.925001,0.000000,90.000000,40.892311,90.000000,1.000000,15,0.500000,0.500000,0.000000,0,0.000000,0.000000,0.000000,0.000000
