-1.718751,0.231250,0.000000,90.000000,81.111267,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.513713,0.199394,0.000000,90.000000,81.294418,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.318241,0.169898,0.000000,89.999977,81.556061,89.999977,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-1.132335,0.142762,0.000000,90.000053,81.849342,89.999954,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.955996,0.117985,0.000000,89.999977,82.172806,90.000053,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.789223,0.095568,0.000000,89.999977,82.536919,90.000053,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.632016,0.075510,0.000000,89.999977,82.946976,90.000061,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.484375,0.057813,0.000000,90.000000,83.412781,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.346301,0.042475,0.000000,90.000000,83.947281,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.217794,0.029496,0.000000,89.999962,84.565628,90.000069,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
-0.098852,0.018878,0.000000,90.000084,85.290230,89.999916,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.010523,0.010619,0.000000,90.000107,86.149643,90.000107,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.110332,0.004719,0.000000,89.999931,87.185616,90.000137,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.200574,0.001180,0.000000,90.000000,88.457947,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
0.281250,-0.000000,0.000000,90.000000,89.581284,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.343750,-0.000000,0.000000,90.000435,88.205177,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.416932,-0.004592,0.000000,90.000000,82.459175,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.484694,-0.018367,0.000000,90.000000,74.145317,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.547034,-0.041327,0.000000,90.000015,65.164139,90.000015,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.603954,-0.073469,0.000000,90.000000,55.900043,90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.655453,-0.114796,0.000000,90.000000,46.813152,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.701530,-0.165306,0.000000,90.000000,38.315483,90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.742187,-0.225000,0.000000,90.000000,30.675684,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.777423,-0.293878,0.000000,90.000000,23.998552,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.807238,-0.371939,0.000000,90.000000,18.262648,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.831632,-0.459184,0.000000,90.000000,13.376314,90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.850605,-0.555612,0.000000,90.000000,9.221738,90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.864158,-0.661225,0.000000,90.000000,5.681874,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.872289,-0.776021,0.000000,90.000000,2.652109,90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.875000,-0.900000,0.000000,90.000000,0.626211,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.874999,-2.700001,0.000000,90.000000,1.085240,90.000008,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.879814,-2.827042,0.000000,90.000000,4.408154,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.894259,-2.951021,0.000000,90.000015,8.953115,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.918335,-3.071940,0.000000,90.000000,13.610123,89.999992,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.952040,-3.189797,0.000000,90.000000,18.320585,90.000015,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
1.995375,-3.304593,0.000000,90.000000,23.021921,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
2.048341,-3.416327,0.000000,90.000000,27.652145,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
2.110937,-3.525001,0.000000,90.000000,32.154484,90.000000,1.000000,0.000000,0,0.000000,0.000000,0.000000,0.000000
